entry_id,meeting_date,body,topic,topic_pass2,topic_other_label,attempt_type,attempt_type_pass2,deliberation,deliberation_pass2,importance,what_was_tried,outcome,evidence_quote,minutes_section,confidence,pass2_notes,quote_verified
school_committee_2020-06-04_seq-003,2020-06-04,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,discussion,discussed,discussed,3,"Committee discussed disposition of the FY20 surplus (originally estimated at $200k, updated to $425k), weighing return of funds to the Town versus using them to prepay FY21 Out-of-District SPED tuition.",Direction set to apply surplus toward prepaying FY21 SPED tuition as part of the recommended FY21 budget; formal vote scheduled for June 18.,"Ms. Cresta updated the committee that the originally expected $200k surplus discussed the previous month had increased to a $425k surplus. She shared that additional savings in the athletics, overtime pay, textbooks and supplies and services line items contributed to the surplus.",Finance Organizational Support: FY20 Monthly Report,medium,Surplus disposition discussion with direction to prepay SPED tuition is policy-adjacent reserves handling; vote deferred so attempt_type is closer to discussion than formal proposal.,1
school_committee_2020-05-21_seq-002,2020-05-21,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,3,FY21 Budget Update: Superintendent reported Town projecting 10% reduction in state aid and 7% decrease in local revenue; proposed scheduling June 8th public hearing on FY21 budget. No adjustments made since May 7th.,Discussion only; June 8th hearing scheduled. Budget subcommittee to meet Tuesday.,"Superintendent McAlduff shared that he had been in communication with Town Administrator, Jason Silva and that it had been explained that the Town was projecting a 10% reduction of state aid along with a 7% decrease in local revenue.",Finance Organizational Support: FY21 Budget Update,medium,COVID-era revenue shock briefing with scheduled public hearing; policy-adjacent fiscal signal but no vote yet.,1
school_committee_2020-05-07_seq-004,2020-05-07,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,vote,vote,discussed,discussed,3,Acceptance of a Memorandum of Agreement with the Marblehead Education Association addressing stipends and revised DESE remote learning guidelines due to COVID-19 school closure.,Motion passed 5-0.,Ms. Gold made a motion to accept the Memorandum of Agreement between the Marblehead Education Association as well as Appendix A to accompany the document. The motion was moved by Ms. Schaeffner and seconded by Ms. Taylor.,Closing Business: New Business (MOA with MEA),high,MOA with teachers' union addressing COVID-19 stipends and remote learning guidelines; substantive policy-adjacent action with unanimous vote.,1
school_committee_2020-05-07_seq-005,2020-05-07,school_committee,revenue_diversification,revenue_diversification,,vote,vote,discussed,discussed,3,"Motion to continue invoicing monthly Pre-K and Full Day Kindergarten tuition, with payment made optional for April, May, and June to provide relief for families experiencing economic hardship while preserving tuition as a revenue source funding staff salaries.",Motion passed 4-0 with one abstention (Fox).,"Ms. Gold made a motion to instruct the Business Office to continue sending monthly Pre-K and Full Day Kindergarten tuition invoices and that the payment of said invoices would be optional for April, May and June.",Finance Organizational Support: Discussion on Status of Pre-K & Kindergarten Tuition Payments,high,COVID-era policy decision making tuition payments optional while preserving revenue stream; named motion with roll call vote on systemic hardship response.,1
school_committee_2020-05-07_seq-007,2020-05-07,school_committee,capital_facilities_debt,capital_facilities_debt,,study,update,discussed,discussed,3,"Update on new elementary school building project, including submission of 60% construction drawings on May 11, final bid on May 14, and notice that blasting costs could exceed budget due to unanticipated harder rock.",Informational update; no vote. Follow-up pending on construction drawing review.,Mr. Harris shared that it had been explained that blasting could go over budget due to the blasting of unanticipated harder rock.,School Committee Communications: School Building Project Update,medium,Informational update on major capital project with potential budget overrun flagged; policy-adjacent but no vote.,1
school_committee_2020-04-02_seq-002,2020-04-02,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,3,"Director of Finance reported a projected $62k payroll deficit for food service kitchen workers through the projected May 4 closure date, and Superintendent noted potential Federal Stimulus waiver reimbursement; Board discussed ways to offset potential deficits.",Discussed; no formal vote. Superintendent indicated district may apply for COVID-19 federal waiver to reimburse a portion of meal costs.,"She shared that the district would be looking at a $62k deficit for payroll salaries from the beginning of the closure in mid-March through the projected closure date of May 4 th. She also pointed out the deficit could grow if the closure was extended. Superintendent McAlduff noted that under the Federal Stimulus Program for COVID 19 related expenses, schools may be able to apply for a waiver that would reimburse a portion of the meal costs.",Superintendent Report: FY20 Possible Impacts / Food Service Costs,medium,COVID-driven $62k food service payroll deficit with discussion of federal waiver offset; policy-adjacent but no vote.,1
school_committee_2020-03-17_seq-001,2020-03-17,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,vote,vote,discussed,discussed,4,"Motion to continue paying all school employees (including hourly and part-time staff) throughout the period of COVID-19 school closure, with budgetary implications discussed including the possibility of revisiting the vote if closure extended beyond April 7.",Motion passed 5-0 by roll call vote.,Ms. Gold made a motion to continue to pay all school employees throughout the period of school closure. The motion was moved by Ms. Schaeffner and seconded by Ms. Taylor.,Discussion of Personnel Status During the Period of School Closure,high,"Substantive COVID-era decision to guarantee pay for all staff including hourly/part-time during closure; debated amendment, 5-0 roll call.",1
school_committee_2020-03-05_seq-001,2020-03-05,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,3,"Superintendent McAlduff presented FY21 Capital Needs items for prioritization, including replacing High School entry doors, refinishing Veterans School gymnasium floors, painting Glover School interior, and commissioning a Capital Needs Assessment of all school buildings via Onsight Insite.",No formal vote taken; items to be prioritized for a future vote and presentation to the Town.,"It was mentioned that replacing the entry doors to the High School, refinishing the gymnasium floors at the Veterans School and painting the interior of the Glover School were all items to be considered. He also explained the request to have a Capital Needs Assessment of all of the school buildings should be further discussed with the Town and that a reputable company called Onsight Insite could be reached for an estimate. Although no formal vote was taken, it was decided that the items would be prioritized for a future vote so that the committee could prepared to present it to the Town for approval.",Finance Organizational Support: FY21 Capital – Continue Discussion,high,Named FY21 capital items and a proposed Capital Needs Assessment discussed for future prioritization; policy-adjacent but no vote.,1
school_committee_2020-03-05_seq-003,2020-03-05,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,proposal,proposal,discussed,discussed,3,Glover School Principal Ota requested inclusion of a new Guidance Counselor position at Glover School in the FY21 budget to offload special education testing and IEP-meeting responsibilities from the School Psychologist.,Discussed favorably by committee members as a good investment; no vote taken at this meeting.,"Glover School Principal, Mr. Ota came before the School Committee to request that a Guidance Counselor Position be approved at the Glover School. Mr. Ota shared a list of the current responsibilities of the Glover School Psychologist, while explaining that the additional time spent not directly supporting students is spent testing students on Individualized Educational Plans, IEP's and attending meetings for those students.",Finance Organizational Support: FY21 Draft Budget / Glover School – Guidance Counselor,medium,Named proposal for new FTE to address SPED workload; favorably discussed but no vote. Minor smart-quote difference from source.,
school_committee_2020-03-05_seq-004,2020-03-05,school_committee,structural_deficit_reserves,school_budget,,proposal,proposal,discussed,discussed,3,"Assistant Principal Page presented the grant-funded BRYT Program and proposed including two BRYT positions (Teacher/Coordinator and Tutor/Clinician) in the FY21 budget, citing cost avoidance from keeping 2 students from out-of-district placement and 3 from the special education referral process.",Discussed; positions to be included in FY21 budget.,"It was shared that the two BRYT Program positions, one for a Teacher/Coordinator and one for a Tutor/Clinician would be included in the budget for the 2020-2021SY. Ms. Page shared that 7 students were currently enrolled in the program and that 4 more were in the referral process. It was mentioned that 2 students were able to remain at the High School instead of being outplaced due to the program and that 3 students were kept from entering the special education referral process.",Finance Organizational Support: FY21 Draft Budget / MHS BRYT Program,medium,Budget inclusion of BRYT positions with cost-avoidance rationale; policy-adjacent program decision but within routine budget process.,1
school_committee_2020-02-26_seq-002,2020-02-26,school_committee,special_ed_collaborative,special_ed_collaborative,,proposal,discussion,discussed,discussed,3,"Finance Director identified a projected ~$200k shortfall in Special Education Out of District Tuition and Transportation, and the committee discussed using the special education reserve fund to cover transportation costs.",Discussed; no vote recorded. Accounts continue to be monitored.,It was noted that around a $200k short-fall in Special Education Out of District Tuition and Transportation would still be projected. A conversation discussing the use of the special education reserve fund to cover transportation costs took place.,Finance Organizational Support: FY20 Monthly Financial Report,high,Identified SPED shortfall and discussed tapping reserve fund for transportation; no vote but policy-adjacent financial coping action.,1
school_committee_2020-02-26_seq-003,2020-02-26,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,3,"Facilities Subcommittee presented FY21 Capital Facilities Plan requests, recommending a district-wide Capital Facility Needs Assessment as top priority and replacement of entry doors at Coffin and High Schools; Superintendent recommended developing a longer 20-year plan with the town.",Discussed; no formal vote taken. A narrowed-down list was to be presented at the March 5th meeting.,"She pointed out that a district-wide Capital Facility Needs Assessment would be a top priority and that the entry doors at both the Coffin School and High School should be replaced. Superintendent McAlduff acknowledged the need for a facilities assessment and recommended working with the town in the future to develop a longer, perhaps 20 year plan.",Finance Organizational Support: FY21 Capital – Facilities Sub-Committee Report,high,Named proposal for district-wide capital needs assessment and 20-year facilities plan; discussed but no vote.,1
school_committee_2020-02-12_seq-002,2020-02-12,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,4,"Superintendent presented a proposed FY21 budget summary accounting for COLA and step increases (lane changes not yet included) and a $49k Math/Science curriculum expense, projecting a budget shortfall of approximately $350k.","Presented for discussion at budget workshop; further information on grants, revolving funds, and capital to follow.","Superintendent McAlduff shared a proposed FY21 budget summary including total salaries and expenses stating that the salaries accounted for cost of living adjustment increases (COLA) step increases. He did state that lane changes had not yet been included but accounted for. He also noted a $49k expense broken down by grade for the Kindergarten-Grade 5 Math Program, Go Math and Kindergarten-6th Grade Foss Science Kits. A budget shortfall of around $350k would be expected.",FY21 Budget Workshop: Overview,high,Superintendent projects ~$350k FY21 shortfall at budget workshop — direct evidence of structural deficit framing.,1
school_committee_2020-02-06_seq-001,2020-02-06,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,3,"Superintendent presented the FY21 preliminary budget showing an estimated funding gap of approximately $350k after accounting for contractual obligations, and outlined a budget calendar with workshops, public hearing, and final vote dates intended to identify areas of cost savings.",No vote taken; budget process schedule discussed and notebooks distributed; further budget-focused meetings scheduled including February 26th and a final vote on April 2nd.,"The Powerpoint presented showed the FY21 Preliminary Budget, the FY20 Final Budget and accounted for contractual obligations leaving an estimated gap in funding of about $350k. The Superintendent stated that there would be many more meetings to provide opportunities to further discuss the budget to look more closely at areas of cost savings.",Finance Organizational Support: Introduction to FY21 Draft Budget,high,Named $350k FY21 budget gap with structured process to find savings; policy-adjacent systemic issue but no vote or concrete remedy yet.,1
school_committee_2020-02-06_seq-002,2020-02-06,school_committee,structural_deficit_reserves,budget_process,,proposal,proposal,discussed,discussed,3,"Superintendent reported on the new Student Opportunity Act, noting Marblehead would receive a $90k increase in Chapter 70 funding and outlined a plan to review the FY21 preliminary budget to identify items meeting SOA criteria, develop community input opportunities, and submit a plan by April 1st.",No vote taken; plan to be developed by Leadership Team and brought to School Committee for final vote.,"He further shared that Marblehead would be receiving a 90k increase in funding and the district would need to fill out the short form. He shared that the plan moving forward would be to review the FY21 preliminary budget to identify items proposed to funding that would meet the criteria for the plan, develop opportunities for community input, have the Leadership Team help develop the plan and bring it the School Committee for a final vote.",Correspondence: Student Opportunity Act Responsibilities,medium,SOA planning process is a state-mandated response but involves real policy choice on fund allocation and community input; better categorized as budget_process than revenue_diversification.,1
school_committee_2020-02-06_seq-003,2020-02-06,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,3,"Facilities Subcommittee members conducted walkthroughs of Coffin, Eveleth, Glover and Veterans buildings to compile a facilities capital ask, and proposed bringing in an outside audit for a comprehensive review of all facilities.",Recommendations to be shared with the full committee at the February 26th meeting; no vote taken.,"Ms. Fox shared that she and Ms. Schaeffner did a walk through last week of the Coffin, Eveleth, Glover and Veterans buildings to start compiling a list of items for their facilities capital ask. They shared that they would like to bring in an outside audit for a comprehensive review of all facilities.",School Committee Communications: Subcommittee Updates - Facilities,medium,"Subcommittee proposed outside facilities audit and capital ask compilation; policy-adjacent systemic facilities review, no vote yet.",1
school_committee_2020-01-23_seq-002,2020-01-23,school_committee,revenue_diversification,revenue_diversification,,proposal,proposal,discussed,discussed,3,"Superintendent proposed working with DESE to assess additional Chapter 70 funding available if Marblehead introduced a zero-cost full day kindergarten program, since funding is tied to enrollment.",Presented as a recommendation for future consideration; no vote taken.,Superintendent McAlduff recommended working with DESE in the future to determine what additional Chapter 70 funding would be available if Marblehead introduced a zero cost full day kindergarten program since the funding directly relates to student enrollment.,Finance Organizational Support: K and PK Tuition Recommendation for 2020-2021,medium,Named proposal to pursue additional Chapter 70 funding via zero-cost full-day K; policy-adjacent but no vote.,1
school_committee_2020-01-23_seq-004,2020-01-23,school_committee,override_prop25,override_prop25,,warrant_article,warrant_article,discussed,discussed,3,"Voted to submit a placeholder warrant article for a Supplemental Appropriation for the Schools, if necessary, to provide flexibility for either an override or debt exclusion.",Motion carried 4-0 to submit the supplemental appropriation warrant article to the Board of Selectmen.,"Ms. Gold made a motion to submit to the Board of Selectmen a FY21 Annual Town Meeting warrant article for the purpose of securing a Supplemental Appropriation for the Schools, if necessary and that the wording for such article be as presented. The motion was moved by Ms. Schaeffner and seconded by Ms. Taylor. The motion carries, 4-0 all in favor.",Finance Organizational Support: Spring 2020 Town Meeting Warrant Articles,high,Placeholder warrant article preserving flexibility for override or debt exclusion; procedural but policy-adjacent on a systemic fiscal issue.,1
school_committee_2019-09-05_seq-001,2019-09-05,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,4,"Superintendent presented a plan to close a $1.1 million gap in the FY20 budget using adjustments from unfilled vacancies and a revised curriculum development plan, noting these measures are not sustainable beyond the 2019-2020 school year.",Presented and discussed; Committee noted need for a joint meeting with the Board of Selectmen within six weeks to discuss next year's budget. No vote taken.,Superintendent McAlduff provided the school committee with a document outlining various places where funds were made available to cover the $1.1 million Gap. It was noted that adjustments from unfilled vacancies and an adjusted curriculum development plan were utilized and that such adjustments would not directly impact services to students. It was also mentioned that such adjustments should not considered sustainable beyond the 2019-2020 School Year.,Finance Organizational Report: Fiscal Year Budget Update,high,Substantive discussion of closing $1.1M budget gap with explicit acknowledgment measures aren't sustainable; signals structural deficit concern and triggers joint BOS meeting.,1
school_committee_2019-09-05_seq-003,2019-09-05,school_committee,capital_facilities_debt,capital_facilities_debt,,study,update,discussed,discussed,3,"Update on the new elementary school building project including OPM and Town Administrator site plan review, solicitation of construction manager submissions, and forthcoming architect design completion update.",Update received; next update from architect scheduled for September 12th meeting; naming of new elementary school to be added as future agenda item.,"Mr. Harris gave an update regarding the building of the new elementary school. He shared that OPM, building committee member, Catherine Martin and the Town Administrator, Jason Silva met to go over the new site plans. Mr. Harris noted that they are in the process of receiving submissions for construction managers.",School Committee Communication and/or Discussion Items: BCG Building Vote,medium,"Routine status update on major capital project (new elementary school); procedural progress on site plans and CM solicitation, no vote.",1
school_committee_2019-08-15_seq-001,2019-08-15,school_committee,special_ed_collaborative,mental_health_social_emotional,,vote,vote,discussed,discussed,4,"Accepted a $105,000 DESE grant to fund the BRYT (Bridge for Resilient Youth in Transition) Program at Marblehead High School, intended to reduce long-term absences and lower out-of-district placement costs through individualized reintegration supports.","Motion passed unanimously, 5-0.","Ms. Carlson and Ms. Page presented a power point slideshow discussing the model of the BRYT Program and the research they completed during the 2018 school year relating to its success in other districts such as improved attendance rates and lowered out of district costs due to fewer out of district placements. Mr. Harris made a motion to vote to accept the $105,000 grant awarded to the Marblehead High School to be used to fund the new BRYT Program. Ms. Taylor seconded the motion and the committee VOTED unanimously, 5-0 in favor.",Retreat Agenda: Transition Program Presentation,high,Substantive grant-funded program adoption with unanimous vote addressing mental health and out-of-district placement costs; better fits mental_health topic than special_ed_collaborative.,1
school_committee_2019-02-28_seq-001,2019-02-28,school_committee,special_ed_collaborative,special_ed_collaborative,,proposal,proposal,discussed,discussed,3,"FY20 budget draft includes $1,030,258 for Special Education Tuition expense over level funding and $50,000 for a third-party Special Education Review; committee also noted receipt of another out-of-district placement and a prior-year 40% increase in transportation.",Presented as part of FY20 budget discussion; budget hearing tentatively set for March 21st; no vote taken at this meeting.,"FY20 Special Education Tuition expense line needs over level funded                         $ 1,030,258
         FY20 Third PartY Special Education Review                                                   $     50,000",FY20 Budget discussion/scheduling,high,Budget draft with $1.03M SpEd tuition over level funding plus $50K third-party review is a named proposal on a systemic cost driver; presented but not voted.,1
school_committee_2019-02-28_seq-002,2019-02-28,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,4,"FY20 draft budget identified $249,899 in additional funding needed beyond the town's agreed-upon contractual increase amount, with proposed offsets including a 20% expense line reduction to building-level budgets ($365,359), enrollment-based classroom reduction ($150,000), and forecasted retirements/resignations ($223,000).",Discussed; principals to present on building budget sustainability at next meeting; no vote.,"FY20 Additional Funding needed to balance budget over current Town agreement                               $249,899",FY20 Budget discussion/scheduling,medium,"Substantive FY20 budget gap discussion with specific offsets and a $249,899 shortfall over town agreement; meaningful policy attempt but no vote yet.",1
school_committee_2019-02-28_seq-003,2019-02-28,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,3,"District presented FY20 Capital and Rolling Stock requests totaling $230,600 in vehicles and $269,000 in capital outlay; town allotment was limited to $39,600 rolling stock and $100,000 capital outlay (37% of request), requiring internal prioritization among 'red zone' needs.",Discussed; priorities to be set internally; Harris suggested exploring vehicle leasing as alternative.,Ms. Tedford made note that we received notice that we will get 37% of our request for capital outlay.,FY20 Budget discussion/scheduling - Capital,high,Capital request significantly under-funded at 37%; triggers internal prioritization and leasing alternatives discussion - policy-adjacent but not a vote.,1
school_committee_2019-02-25_seq-002,2019-02-25,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,proposal,discussed,discussed,4,"Chair raised structural deficit concern in FY20 budget discussion, noting a projected $623,359 deficit under level services and recurring need for transfers and cuts; directed principals to model level services and 20% cut scenarios and scheduled additional meetings to work on balancing the budget.",Discussion held; additional budget work sessions scheduled; no vote taken.,"Ms. Tedford made note that her concern is that she perceives there to be a structural problem in the school budget because each year we need to make transfers and cuts. We cannot continue to work with a level budget and expect to repair, upgrade and maintain our facilities, technology and curriculum.",Finance Organizational Support: FY20 Budget Discussion,high,"Chair explicitly names structural deficit, $623K gap quantified, scenarios directed, follow-up sessions scheduled - substantive attempt to address recurring imbalance.",1
school_committee_2019-02-25_seq-004,2019-02-25,school_committee,governance_organizational,governance_process,,vote,vote,discussed,discussed,3,"Accepted Superintendent's resignation and initiated extended superintendent search with start date of July 1, 2020, using an interim (including consideration of retired superintendents via MASC) to bridge the transition; cited fiscal responsibility and required use of accrued vacation to avoid payout.","Motion to initiate a permanent superintendent search for a start date of July 1, 2020 approved 5-0.","Ms. Schaeffner made motion to initiate a permanent superintendent search for a start date of July 1, 2020. The motion was seconded by Ms. Taylor.",Administration Transition Workshop with Dorothy Presser from MASC,medium,Substantive leadership-transition decision with 5-0 vote; topic better fits governance_process than staffing/bargaining. Quote was stitched from two separate passages; repaired to contiguous span.,
school_committee_2019-01-24_seq-002,2019-01-24,school_committee,capital_facilities_debt,capital_facilities_debt,,warrant_article,warrant_article,discussed,voted,5,"Approved a warrant article asking Town Meeting to appropriate, borrow, or transfer funds for design and construction of a new Pre-K through Grade 3 elementary school (~81,935 sq ft) at 40 Baldwin Road, including demolition of existing structures, with potential MSBA reimbursement up to 37.08% of eligible costs.",Motion approved 5-0.,"Mr. Harris noted that this first article is for the new school to see if the Town will vote to appropriate, borrow or transfer from available funds, an amount sufficient to be expended under the direction of the Elbridge Gerry School Building Committee for the design and construction of a new Pre-K through Third Grade Elementary School with an approximate square footage of 81,935 square feet located at 40 Baldwin Road in Marblehead, Massachusetts inclusive of abatement and demolition of the existing school structures on said property",Finance Organizational Support: Discussion of Warrant Articles for Town Meeting,high,Landmark school building project: warrant article approved 5-0 for new Pre-K-3 elementary school at 40 Baldwin Rd with MSBA reimbursement.,1
school_committee_2019-01-24_seq-003,2019-01-24,school_committee,regionalization_shared,regionalization_shared,,warrant_article,warrant_article,discussed,discussed,4,"Approved a warrant article to accept MGL Chapter 71, Section 37M, authorizing potential consolidation of administrative functions (financial, personnel, maintenance, technology) between the School Committee and the Town, subject to future majority votes of both bodies. Discussion cited efficiencies, elimination of duplicated effort, and the Town's lack of an HR Director as an example.",Motion approved 5-0.,"To see if the Town will vote to accept the provisions of Massachusetts General Laws Chapter 71, Section 37M and authorize consolidation of [administrative functions, including but not limited to financial, personnel, and maintenance functions] of the school committee with those of the town, provided that such consolidation only occur upon a majority vote of the School Committee and a majority vote of the Board of Selectmen, or take any action relative thereto.",Finance Organizational Support: Discussion of Warrant Articles for Town Meeting,high,Substantive regionalization/shared-services enabling action with unanimous vote; named statute and future joint-vote mechanism.,1
school_committee_2019-01-24_seq-004,2019-01-24,school_committee,override_prop25,override_prop25,,warrant_article,warrant_article,discussed,discussed,4,"Approved a placeholder warrant article to supplement the School Department's FY2020 operating budget contingent upon passage of a Proposition 2½ override ballot question, to gauge community appetite for an override covering items deferred over the years.",Motion approved 5-0; member noted article would likely be indefinitely postponed and serves as a placeholder pending FY20 budget development.,"To see if the Town will raise and appropriate or transfer from available funds a sum to supplement the School Department's operating budget for Fiscal Year 2020, contingent upon the passage of a Proposition 2 ½ ballot question, or take any other action thereto.",Finance Organizational Support: Discussion of Warrant Articles for Town Meeting,high,Placeholder override warrant article to gauge community appetite; substantive discussion and unanimous vote on a systemic fiscal question.,1
school_committee_2019-01-16_seq-001,2019-01-16,school_committee,structural_deficit_reserves,school_budget,,proposal,proposal,discussed,discussed,4,"Superintendent presented $103,136 in cuts/reductions from FY19 operating budget lines (salaries from unfilled positions, special education supplies, curriculum/assessment, central administration, and building-based instructional supplies) to be transferred into Special Education Tuition to help close a deficit driven by extraordinary out-of-district placements.","Presented for discussion at workshop; to be voted at the January 24, 2019 School Committee meeting. Even with these cuts and a proposed $350,000 Town transfer, a deficit of $78,275 would remain.","The following is a tally totaling $103,136 from cuts/reductions in the FY19 operating budget lines into Special Ed Tuition. Reviewed in School Committee workshop meeting 1-16-19. Transfer to be voted during the School Committee 1-24-19 agenda.",Budget,high,"Substantive mid-year budget crisis response: $103K in cuts across curriculum/supplies/staffing to cover SpEd deficit, with remaining gap after Town transfer.",1
school_committee_2019-01-16_seq-002,2019-01-16,school_committee,special_ed_collaborative,special_ed_collaborative,,proposal,proposal,discussed,discussed,4,"Discussion of a proposed $350,000 Town transfer to defray the special education out-of-district placement deficit, following a summer freeze of $300,000 on 600-series lines.","Proposed Town transfer pending approval; would still leave a $181,411 deficit requiring further school-side cuts.","We hope the Town will approve a transfer of $350,000 to defray those expenses but that still leaves us with a deficit of $181,411.",Budget,high,"Substantive mid-year budget crisis: $350K Town transfer plus $103K in cuts to close SPED out-of-district deficit, with detailed line-by-line action.",1
school_committee_2019-01-16_seq-003,2019-01-16,school_committee,structural_deficit_reserves,structural_deficit_reserves,,proposal,discussion,discussed,discussed,3,"Committee discussed the recurring cycle of deferring needs to balance the budget and noted that FY20 will require a larger exercise, including potential position cuts or seeking additional revenue, because cuts being made will not be restored absent change. Member referenced previously established Town reserves (energy reserve, utility reserve, Special Education reserve) as prior structural responses.",No vote; Committee to continue discussions and hold another budget sub-committee meeting before January 24.,"Ms. Schaeffner noted that if the Committee approved the $103,000 cuts, we will still have a shortage of $78,275. That will mean that we will look at more potential cuts or look for additional revenue.",Budget,medium,"Substantive discussion of FY20 structural shortfall and reserves history, but no vote taken; framed as proposal to either cut further or seek revenue.",1
school_committee_2019-01-16_seq-004,2019-01-16,school_committee,structural_deficit_reserves,budget_fiscal,,proposal,proposal,discussed,discussed,3,"Committee discussed the Powers and Sullivan audit findings regarding FY18 invoices being paid in FY19, and committed to contacting the State Bureau of Accounts for guidance on internal controls and to modify reporting procedures affecting school budget and administration.",Schaeffner to set up a call with the State Bureau of Accounts and report back on remedy; awaiting State ruling.,Ms. Schaeffner stated that she will ask the State Bureau of Accounts for ideas on internal controls. She said that they will get guidance on how to modify reporting and will set up a call and invite the SC to attend and report back on the remedy.,New Business,medium,Audit finding response re: cross-FY invoice payment; committee pursuing State guidance on internal controls—policy-adjacent fiscal governance action.,1
school_committee_2019-01-10_seq-001,2018-12-13,school_committee,special_ed_collaborative,special_ed_collaborative,,vote,vote,discussed,discussed,4,"Approved $200,000 in transfers from operating budget lines (facilities/custodian salaries, curriculum, computer maintenance, athletics, textbooks, building supplies) into the Special Education tuition-out line to partially address a $731,411 deficit driven by out-of-district placements.","Motion passed unanimously 5-0; remaining $531,411 deficit unaddressed.","Ms. Schaeffner made motion to approve the transfers totaling $200,000 as presented. Mr. Harris seconded the motion. Ms. Tedford asked for a vote for the motion on the table to approve transfers of $200,000.00. The Committee VOTED unanimously, 5-0, in favor.",Finance Organizational Support: YTD Budget Executive Summary,high,"Substantive mid-year budget transfer vote addressing large SPED deficit; specific cuts enumerated and passed 5-0, with $531K gap remaining.",1
school_committee_2019-01-10_seq-002,2018-12-13,school_committee,special_ed_collaborative,special_ed_collaborative,,study,planning_document,discussed,discussed,3,"FY20 budget assumptions identified Special Education stabilization as a key driver, including ongoing collaboration with Town Finance to capture Medicaid reimbursement into a Special Education Reserve Fund via annual Town Meeting vote, and planning for likely loss of Circuit Breaker Extraordinary Hardship grant (~$125,000) and increased SPED transportation costs.",Presented as FY20 budget driver; no vote taken at this meeting.,"Special Education - Stabilization/planning for increasing special education outplacements/tuition out funds • Ongoing collaboration with Town Finance on capturing Medicaid reimbursement funding into Special Education Reserve Fund with annual Town Meeting vote • Likely reduction or ineligibility for Circuit Breaker 'Extraordinary Hardship' supplemental grant (year 4) ~(125,000) based on prior years",Finance Organizational Support: 2020 Budget Assumptions/Budget Development,high,Budget driver framing a multi-year SPED stabilization strategy via Medicaid reserve fund; meaningful policy-adjacent planning but no vote here. Quote uses curly apostrophe in source.,
school_committee_2019-01-10_seq-003,2018-12-13,school_committee,staffing_fte_bargaining,staffing_fte_bargaining,,proposal,proposal,discussed,discussed,3,"FY20 budget assumptions committed to honoring collective bargaining agreements with 2.5% COLA across all units plus step and lane adjustments, partially offset by one early retirement incentive savings.",Presented as FY20 budget driver; forecasted contractual increases provided to Town Finance.,SALARIES – Contractual Commitments 1. Honor and fund collective bargaining agreements • Provide Town Finance with forecasted contractual increases December 2018 • 2.5% cola across all units • Step and lane adjustments,Finance Organizational Support: 2020 Budget Assumptions/Budget Development,high,"Budget assumption presentation for FY20 honoring CBAs with 2.5% COLA plus steps/lanes; policy-adjacent budget driver, not a vote.",1
school_committee_2019-01-10_seq-004,2018-12-13,school_committee,capital_facilities_debt,capital_facilities_debt,,proposal,proposal,discussed,discussed,3,"FY20 budget assumptions called for level-funded operating maintenance, separate Town building maintenance Article requests for larger projects, multiyear capital planning via Facilities Committee, and an Elementary Building Project to be advanced to Town Meeting.",Presented as FY20 budget driver; no vote taken.,Buildings/Facilities/Maintenance - Maintaining building and operational facilities and related inspections/compliance • Level operating budget maintenance services and supplies lines • Town building maintenance Article requests – larger projects • Long term planning – multiyear capital planning – Facilities Committee • Elementary Building Project/Building Committee – Town Meeting,Finance Organizational Support: 2020 Budget Assumptions/Budget Development,high,"FY20 budget driver outlining multiyear capital planning and Elementary Building Project pathway to Town Meeting; policy-adjacent framing, no vote.",1
school_committee_2018-11-15_seq-001,2018-11-15,school_committee,special_ed_collaborative,special_ed_funding,,proposal,proposal,discussed,presented,3,"Superintendent presented District Goal 4: by April 2019, to fund and stabilize the special education tuition-out budget through operational and budgeting efficiencies and revenue drivers.",Goal presented as part of Superintendent and District Goals; no separate vote recorded on this goal individually.,"Goal-4
By April 2019, fund and stabilize special education tuition out budget with operational and budgeting efficiencies and revenue drivers.",Teaching/Learning-Superintendent of Schools: Superintendent and District Goals,high,Named district goal to stabilize SPED tuition-out budget via efficiencies/revenue drivers; policy-adjacent framing but no vote on the goal itself.,
