entry_id,meeting_date,body,topic,topic_other_label,attempt_type,deliberation,what_was_tried,outcome,evidence_quote,minutes_section,confidence
school_committee_2021-02-04_seq-005,2021-02-04,school_committee,structural_deficit_reserves,,proposal,discussed,"Introduced FY22 Draft Budget Notebooks, including a new Food Service tab to show how the general fund would absorb food service shortfalls when revenues do not cover expenses.",Presented; budget workshop discussion scheduled for February 9.,Ms. Cresta informed the committee that she had included a Food Service tab this year so the committee could see how the general fund would need to absorb food services shortfalls if the revenue the department brought in did not support its expenses.,Finance Organizational Support: Introduction to FY22 Draft Budget,medium
school_committee_2021-02-11_seq-001,2021-02-11,school_committee,special_ed_collaborative,,proposal,discussed,"Director of Student Services presented FY22 budget priorities including tuition-in revenues and an option to prepay up to $200k in Out of District tuition costs, and use of grant funding to support transportation and compensatory services.",Discussed as part of FY22 budget workshop; no vote taken.,Tuition-in revenues and the option to prepay up to $200k in Out of District tuition costs,FY22 Budget Workshop: Student Services,medium
school_committee_2021-02-11_seq-002,2021-02-11,school_committee,staffing_fte_bargaining,,proposal,discussed,"Athletics Director presented FY22 priorities including user fees and coaching stipends, with a conversation on user fees and stipends occurring.",Discussed as part of FY22 budget workshop; no vote taken.,A conversation discussing user fees and coaching stipends occurred.,FY22 Budget Workshop: Athletics,medium
school_committee_2021-02-11_seq-003,2021-02-11,school_committee,staffing_fte_bargaining,,proposal,discussed,"Superintendent proposed funding a Director of Human Resources and a Communications Liaison position within central office, citing HR responsibilities currently handled by Superintendent, his assistant, and Director of Finance.",Discussed as part of FY22 budget workshop; no vote taken. A committee member stated they felt all non-student facing priorities should not be considered.,Superintendent Buckey shared that the central office would look to fund a Director of Human Resources and a position for a Communications Liaison.,FY22 Budget Workshop: Central Office,high
school_committee_2021-02-11_seq-004,2021-02-11,school_committee,capital_facilities_debt,,proposal,discussed,"Facilities Director presented FY22 priorities including carrying costs for maintaining the closed Eveleth and Coffin Schools (electric, heating, water) and requests for two new custodians plus a full-time assistant for the Brown School.",Discussed as part of FY22 budget workshop; no vote taken.,"The incurred costs from the electric, heating and water of the Eveleth and Coffin Schools that will no longer be open but need to be maintained",FY22 Budget Workshop: Facilities,medium
school_committee_2021-02-11_seq-005,2021-02-11,school_committee,revenue_diversification,,proposal,discussed,"Technology Director discussed E-rate federal funding and how it worked, as a revenue source supporting the technology budget.",Discussed as part of FY22 budget workshop; no vote taken.,E-rate federal funding and how it worked,FY22 Budget Workshop: Technology,low
school_committee_2021-03-18_seq-001,2021-03-18,school_committee,revenue_diversification,,proposal,discussed,"Dr. Jessica Benedetto presented a transportation plan proposing a bus pilot program starting at the new Brown School, with a fee-based bus pass option for students living within the 2-mile radius to help offset costs of maintaining school vehicles.",Presented for committee consideration; no vote taken. Superintendent noted the fee component required School Committee consideration.,Her plan included busing routes and options for students outside of the 2 mile radius and an option for students to pay for a bus pass for those that live within the 2mile radius which could help support the costs of maintaining school vehicles.,Superintendent Report: Transportation Presentation,medium
school_committee_2021-03-18_seq-002,2021-03-18,school_committee,other_candidate,one_time_funding_for_recurring_positions,vote,discussed,"Approved Student Opportunity Act expenditure plan allocating $90,690: $70,690 for a Math Interventionist, $10k for MTSS professional development, and $10k for a summer literacy program. Concerns were raised about using one-time funding for recurring positions.",Motion passed 4-0.,Concerns were raised about one time funding for recurring positions.,Finance Organizational Support: Student Opportunity Act Budget Plan,high
school_committee_2021-03-18_seq-003,2021-03-18,school_committee,structural_deficit_reserves,,proposal,discussed,"Director of Finance Cresta presented an FY22 budget update projecting a budget of $42,501,122, which would result in an $800k+ budget deficit pending approval of all listed priorities. The leadership team's prioritized budget requests were reviewed.",Discussed; no vote. Public hearing process to be confirmed; school will continue working with the Town to address funding adjustments.,Ms. Fox clarified that there would be an $800k + budget deficit pending approval of all listed priorities to which Ms. Cresta confirmed.,Finance Organizational Support: FY22 Budget Update,high
school_committee_2021-03-30_seq-001,2021-03-30,school_committee,structural_deficit_reserves,,proposal,discussed,"Director of Finance Cresta presented the FY22 budget update reporting district asks of $42,005,724 with a $331k gap, noting leadership prioritized requests into high/medium/low tiers, the community relations liaison position was put on hold, and contracted services would be considered. Superintendent Buckey stated he and the Town Administrator would work to close the gap.",Presented and discussed; gap to be closed via ongoing work with Town Administrator and consideration of stimulus funds.,"Ms. Cresta reported that the district budget asks for fiscal year 2022 would be $42, 005,724 with a budget gap of $331k.",Finance Organizational Support: FY22 Budget Update,high
school_committee_2021-03-30_seq-002,2021-03-30,school_committee,structural_deficit_reserves,,proposal,discussed,"Ms. Fox moved to postpone the budget public hearing until there was secured funding for the number the committee presents to the public, citing concerns about a level-funded budget and funding positions and leases with one-time funding.",Motion died for lack of a second; Ms. Fox asked that the absence of a second be noted.,Ms. Fox made a motion to postpone the public hearing until there was secured funding for the number the committee presents to the public. Ms. Fox asked that it be noted that no other committee member seconded the motion.,Finance Organizational Support: FY22 Budget Update,high
school_committee_2021-03-30_seq-003,2021-03-30,school_committee,override_prop25,,proposal,discussed,The committee discussed the possibility of pursuing a Proposition 2 1/2 override to address the budget gap. Dr. Buckey expressed that seeking an override during a COVID-constrained year with a new elementary school under construction would be difficult to support given the lack of a normal year of operations for comparison.,Discussed; no override proposed or advanced.,Dr. Buckey shared that asking for an override during a school year in which the district was operating under COVID constraints and building a new elementary school made supporting an override a difficult choice since there would not be a normal full year of operation for comparison.,Finance Organizational Support: FY22 Budget Update,medium
school_committee_2021-04-01_seq-001,2021-04-01,school_committee,structural_deficit_reserves,,proposal,discussed,"Superintendent Buckey presented the proposed FY22 operating budget of $41.8 million, an increase of $1.3 million over FY21, including contractual obligations, technology, curriculum support specialists, a new Math curriculum, and a new Human Resources Director position. The public hearing included discussion of using one-time grant funding for long-term budget needs.",Budget presented at public hearing; hearing adjourned at 7:41pm with no vote taken at this meeting. Ms. Fox spoke against using one-time grant funding for long-term budgeting needs.,It was shared that the final proposed FY22 budget of $41.8 million was an increase of $1.3 million from the previous year. It was mentioned that the proposed budget would include funding a new Math curriculum and the addition of a Human Resources Director.,Budget Public Hearing FY22,high
school_committee_2021-04-01_seq-002,2021-04-01,school_committee,override_prop25,,proposal,discussed,Committee members discussed the need for a Proposition 2½ override in connection with the FY22 budget.,No motion; Chair Gold noted the district was receiving more money than in previous years and that collaborative efforts with the Town would continue to move the district forward.,A conversation regarding the need for an override took place and Ms. Gold noted that the district was receiving more money than they had in previous years and that the collaborative efforts with the Town would continue to move the district forward.,Budget Public Hearing FY22,high
school_committee_2021-04-01_seq-003,2021-04-01,school_committee,special_ed_collaborative,,proposal,routine,Finance Director Cresta reported on special education out-of-district tuition costs as part of the monthly financial update.,Informational update; the district was reported as currently breaking even on special education out-of-district tuition costs.,She noted that the district was currently breaking even on their special education out of district tuition costs.,Finance Organizational Support: Monthly Financial Report,medium
school_committee_2021-04-01_seq-004,2021-04-01,school_committee,revenue_diversification,,proposal,discussed,"Superintendent Buckey reported that the district would apply for the federal ESSER II grant to support funding for air quality supplies, masks, mental health supports, and technology needs.",Grant application to be submitted in the coming week.,"She noted that the district would be submitting an application for the ESSER II grant in the coming week that would support funding for additional air quality related supplies, masks, mental health supports for students and technology related needs.",Finance Organizational Support: Monthly Financial Report Including COVID Expenditures Update,medium
school_committee_2021-04-01_seq-005,2021-04-01,school_committee,capital_facilities_debt,,study,discussed,Ms. Fox reported that the final facilities assessment for the district would be delivered within the next week.,Pending delivery of final facilities assessment.,Ms. Fox shared the final facilities assessment should be in within the next week.,School Committee Communications: Subcommittee and Liaison Updates,medium
school_committee_2021-04-08_seq-001,2021-04-08,school_committee,structural_deficit_reserves,,vote,discussed,"Vote to approve the FY22 operating budget of $41,839,543, which included the use of one-time revenues to fund recurring costs and staffing reductions tied to building consolidation and enrollment.","Motion passed 4-1, with Ms. Fox voting no citing the use of one-time revenues for recurring costs and reductions in staffing at the new elementary school.",Ms. Fox read a prepared statement sharing that she would not be supporting the budget due the use of one-time revenues to fund recurring costs and due to the reduction in staffing at the new elementary school.,FY22 Budget Vote,high
school_committee_2021-04-08_seq-002,2021-04-08,school_committee,staffing_fte_bargaining,,vote,discussed,FY22 operating budget vote incorporating staffing reductions from the consolidation of multiple elementary buildings into the new elementary school and enrollment-driven reductions.,Budget approved 4-1; Ms. Fox dissented over staffing reductions and requested extra teaching positions be funded with additional COVID funding for learning loss mitigation.,Ms. Taylor clarified the reduction in staff was due to the consolidation of multiple buildings which was a natural process and that any other reductions was driven by enrollment.,FY22 Budget Vote,medium
school_committee_2021-06-28_seq-001,2021-06-28,school_committee,staffing_fte_bargaining,,vote,routine,Approved the cafeteria workers contract.,Motion passed 5-0.,Ms. Gold made a motion to approve the cafeteria workers contract. The motion was moved by Ms. Taylor and seconded by Ms. Barron.,Superintendent Report: Cafeteria Contract,medium
school_committee_2021-06-28_seq-002,2021-06-28,school_committee,special_ed_collaborative,,proposal,discussed,"Discussed the possibility of prepaying out-of-district tuition with FY21 surplus funds, and using ESSER grant funds to cover custodial accounts running in deficit.",Discussion only; no vote recorded.,"A discussion regarding the possibility of prepaying out of district tuition with surplus funds took place. Additionally, the option of covering custodial accounts in deficit with some grant funds was also discussed.",Finance and Organizational Support: End of FY21 Update,high
school_committee_2020-06-18_seq-001,2020-06-18,school_committee,structural_deficit_reserves,,proposal,discussed,"Director of Finance reported an expected FY20 surplus of approximately $424K and proposed prepaying $200K in Out-of-District tuition costs to reduce next year's budget needs, with remaining surplus to be applied toward town capital needs or returned to the town.",Discussed; plan described by Finance Director with no separate vote recorded.,Ms. Cresta gave a verbal update on the current surplus status sharing that a total surplus of $424K was to be expected. She further shared that the remaining payroll would include all 52 week employees. It was explained that the district would be prepaying $200k in O.O.D Out of District tuition costs to decrease the budget needs for next year.,Finance Organizational Support: FY20 Monthly Report,high
school_committee_2020-06-18_seq-002,2020-06-18,school_committee,special_ed_collaborative,,proposal,discussed,Prepayment of $200K in Out-of-District special education tuition costs from FY20 surplus to reduce FY21 budget pressure.,Described as planned action by Finance Director during monthly report.,It was explained that the district would be prepaying $200k in O.O.D Out of District tuition costs to decrease the budget needs for next year.,Finance Organizational Support: FY20 Monthly Report,medium
school_committee_2020-06-18_seq-003,2020-06-18,school_committee,structural_deficit_reserves,,vote,discussed,"Approval of the FY21 school operating budget of $41,521,000, which included $30K reallocated from a late retirement to a line item for unknown COVID-19 related expenses.",Motion passed 5-0.,"Ms. Gold made a motion to approve the FY21school operating budget for $41,521,000. The motion was moved by Ms. Taylor and seconded by Ms. Fox. He shared that the total budget included $30k in funds from a late retirement that had been reallocated to the line item for unknown COVID-19 related expenses.",Finance Organizational Support: FY21 Budget Vote,high
school_committee_2020-06-10_seq-001,2020-06-10,school_committee,capital_facilities_debt,,proposal,discussed,"Committee deliberated on FY21 capital plan priorities including a capital facilities needs assessment ($42,750), entry door replacements at Coffin and MHS, Vets MS gym floor and library carpet, and Glover interior painting, totaling $177,750, versus the town administrator's offer of $81,000 for the school department's capital share (inclusive of two vehicle leases).","Consensus (no formal vote) to bring forward to Finance Committee liaisons a capital plan funding Coffin doors, MHS doors, a school bus lease, and a capital needs assessment (~$115,000), using FY20 surplus via prepayment of one-time FY21 expenses such as out-of-district tuition.","Mr McCaulduff summarized there are four items totaling $115,000 currently being discussed as part of the capital outlay and that he felt it was a reasonable plan to bring forward to the finance committee liaisons at the end of the week.",FY21 Capital Plans Status,high
school_committee_2020-06-10_seq-002,2020-06-10,school_committee,special_ed_collaborative,,proposal,discussed,"Proposal to prepay out-of-district special education tuition from the FY20 surplus (allowable under MGL) in order to free up room in the FY21 operating budget to fund a capital facilities needs assessment, with acknowledgment that the prepaid amount would need to return to the FY22 budget base.",Informally agreed to advance the prepayment mechanism to the Finance Committee; no formal vote taken. Concerns raised that the town Finance Committee (Ben Berman) would not guarantee the prepaid tuition amount would be restored in the FY22 rollover budget.,"Ms Schaeffner noted we are able to use surplus dollars for very limited things from one year to the next, one being out of district tuition and asked if we could prepay additional OOD tuition to the replace the cost of the Capital needs assessment and then add the Capital Needs assessment into the proposed FY21 operating budget.",FY21 Capital Plans Status,high
school_committee_2020-06-10_seq-003,2020-06-10,school_committee,staffing_fte_bargaining,,proposal,discussed,"Recommendation to withhold the 2.5% FY21 COLA increase for non-union school administrators to align with the town's decision not to provide COLA to its non-union employees, yielding approximately $43,000 in savings. Alternative proposal floated to use school surplus to help fund town-side COLA so all employees remain whole.","No formal vote taken; Superintendent McCaulduff's recommendation to forgo administrator COLA was accepted by majority (Gold, Harris, Taylor, Fox); Schaeffner opposed. To be incorporated into final budget vote.",Mr McCaulduff stated there were several ways to look at the situation but he guesses it is his recommendation to forgo COLA raises for admin.,FY21 Budget Discussion,high
school_committee_2020-06-10_seq-004,2020-06-10,school_committee,structural_deficit_reserves,,proposal,discussed,"Discussion of returning a portion of the FY20 school department surplus (~$225,000) to the town's free cash rather than expending the full appropriation, in light of a town-wide $1.6 million FY21 budget shortfall and an anticipated future override.","Committee consensus to retain approximately $50,000 as a safety valve for unanticipated FY20 invoices, use a portion of surplus for one-time capital and prepayments, and return the remainder to the town; no formal vote.",Mr Harris also said this was an opportunity to hand back money to free cash which he had never seen and he was happy to do so.,FY21 Capital Plans Status,medium
school_committee_2020-06-08_seq-001,2020-06-08,school_committee,governance_organizational,,proposal,discussed,"Reorganize central administration staffing by eliminating the Human Resource Director and the Director of Operations and Technology positions, redistributing duties to existing staff, and restoring full funding to the Assistant Superintendent position.","Presented as part of the proposed FY21 budget; both eliminated positions were already vacated, duties reassigned to existing IT, operations, and finance directors and the Superintendent.",Re-organize central administration staffing: eliminate human resource director and director of operations and technology as well as restore full funding to Assistant Superintendent position,Public Hearing on the Proposed FY21 School Budget,high
school_committee_2020-06-08_seq-002,2020-06-08,school_committee,special_ed_collaborative,,proposal,discussed,"Adjust FY21 special education budget lines including reducing out-of-district placements by $215,105, reducing SPED transportation by $45,000 via leasing vans, prepaying $200,000 of FY21 SE OOD tuition, and reducing for a high school SPED teacher retirement and Veterans SPED salary.","Incorporated into the proposed FY21 budget of $40,521,000; discussion raised concerns about prepayment affecting the FY22 base budget and about backlog of pending special education evaluations.","Reduced Out of District placements to reflect current obligations $215,105 Reduce for High School special education teacher retirement $32,500 Reduce for prepayment of FY21 SE OOD tuition $200,000",Public Hearing on the Proposed FY21 School Budget,high
school_committee_2020-06-08_seq-003,2020-06-08,school_committee,staffing_fte_bargaining,,proposal,discussed,"Reduce MHS FY21 staff by 2.6 FTEs ($205,055), withhold COLA for administrative personnel ($43,000), and defer funding of a Village Curriculum Coach ($65,000) to meet the town's budget target.",Included as reductions in the proposed FY21 budget; Superintendent noted budget goals were met except the curriculum coach and administrative COLA.,"Reduce for MHS FY21 staff by 2.6 Full Time Employees $205,055 Reduce for not provide COLA to administrative personnel $43,000 Reduce for not funding Village Curriculum Coach $65,000",Public Hearing on the Proposed FY21 School Budget,high
school_committee_2020-06-08_seq-004,2020-06-08,school_committee,structural_deficit_reserves,,proposal,discussed,"Present a proposed FY21 School Budget of $40,521,000, $563,422 below the State of the Town target and $919,961 below the original February 6 proposal, including a $135,699 contingency line for COVID-19 unknowns.","Presented at public hearing; vote scheduled for June 18. Committee discussed reliance on $529,000 Kindergarten tuition revenue, potential mid-year reallocation process, and use of fall town meeting for supplemental funding.","The result of the additions and reductions through the budget process was a proposed FY21 Budget of $40,521,000 which is $563,422 under the State of the Town provided budget target and $919,961 below the originally proposed FY21 Budget first presented on February 6, 2020.",Public Hearing on the Proposed FY21 School Budget,high
school_committee_2020-06-08_seq-005,2020-06-08,school_committee,override_prop25,,proposal,discussed,Public and committee discussion of preparing for an override tied to a new five-year strategic plan developed by incoming Superintendent Dr. Buckey.,No action taken; Chair Gold stated the committee would use the forthcoming strategic plan to design 'the override we all know is needed'; Superintendent McAlduff advised letting the incoming administration devise the strategic plan to guide budget drivers.,"Ms. Gold stated we would need to use the strategic plan the Dr. Buckey would be developing and use that to design ""the override we all know is needed""",Public Hearing on the Proposed FY21 School Budget,medium
school_committee_2020-06-08_seq-006,2020-06-08,school_committee,structural_deficit_reserves,,proposal,discussed,"Commit to developing a zero-based budget for FY22, with the School Committee meeting (possibly with town finance) to define the methodology and using the new Superintendent's strategic plan to drive priorities.",Discussed; Superintendent agreed the committee would need to define zero-based budgeting at its summer retreat; no formal vote taken.,Mr. McAlduff stated the School Committee would need to meet and possibly include the town finance side and write down what definition of a zero based budget we would be using as there are several varying definitions.,Public Hearing on the Proposed FY21 School Budget,medium
school_committee_2020-06-04_seq-001,2020-06-04,school_committee,special_ed_collaborative,,proposal,discussed,Superintendent proposed using the FY20 surplus to prepay FY21 Out-of-District Special Education tuition costs as a mechanism to reduce the FY21 budget ask and support district needs while recognizing Town resource constraints.,"Discussed; incorporated into the recommended FY21 budget figure of $40,521,000 presented for consensus.","It was explained that it could be returned to the Town or utilized for prepaying FY21 Out of District, O.O.D Special Education Tuitions costs which supported the needs of the district while simultaneously considering the available resources of the Town.",Finance Organizational Support: FY21 Budget Update - Status Update,high
school_committee_2020-06-04_seq-002,2020-06-04,school_committee,staffing_fte_bargaining,,proposal,discussed,"Superintendent recommended FY21 budget adjustments including reducing FTEs based on class sections, not funding certain new position requests, and withholding a COLA for non-union personnel to absorb unanticipated COVID-19 expenses.","Consensus reached to present $40,521,000 FY21 budget to Town; two committee members (Fox, Schaeffner) expressed difficulty supporting the decision to withhold COLA for administrators.","Adjustments in the following areas contributed to the lower final number: -Prepaying Special Education Tuition costs -Reducing FTE's, full time equivalency status of teachers based on class sections -Not funding certain requests for new positions -Not providing a COLA for non-union personnel, allowing for unanticipated COVID-19 related expenses",Finance Organizational Support: FY21 Budget Update - Status Update,high
school_committee_2020-06-04_seq-003,2020-06-04,school_committee,structural_deficit_reserves,,proposal,discussed,"Committee discussed disposition of the FY20 surplus (originally estimated at $200k, updated to $425k), weighing return of funds to the Town versus using them to prepay FY21 Out-of-District SPED tuition.",Direction set to apply surplus toward prepaying FY21 SPED tuition as part of the recommended FY21 budget; formal vote scheduled for June 18.,"Ms. Cresta updated the committee that the originally expected $200k surplus discussed the previous month had increased to a $425k surplus. She shared that additional savings in the athletics, overtime pay, textbooks and supplies and services line items contributed to the surplus.",Finance Organizational Support: FY20 Monthly Report,medium
school_committee_2020-05-21_seq-001,2020-05-21,school_committee,revenue_diversification,,vote,discussed,"Voted not to participate in School Choice for the 2020-2021 school year, citing lack of available classroom space, foregoing potential per-student reimbursement revenue from accepting students from neighboring districts.",Motion passed 5-0.,Ms. Gold made a motion that Marblehead Public Schools not participate for the 2020-2021 school year for the reason for lack of available classroom space.,Public Hearing on School Choice,high
school_committee_2020-05-21_seq-002,2020-05-21,school_committee,structural_deficit_reserves,,proposal,discussed,FY21 Budget Update: Superintendent reported Town projecting 10% reduction in state aid and 7% decrease in local revenue; proposed scheduling June 8th public hearing on FY21 budget. No adjustments made since May 7th.,Discussion only; June 8th hearing scheduled. Budget subcommittee to meet Tuesday.,"Superintendent McAlduff shared that he had been in communication with Town Administrator, Jason Silva and that it had been explained that the Town was projecting a 10% reduction of state aid along with a 7% decrease in local revenue.",Finance Organizational Support: FY21 Budget Update,medium
school_committee_2020-05-07_seq-001,2020-05-07,school_committee,special_ed_collaborative,,vote,discussed,"FY20 monthly budget report showing projected $200k surplus, driven largely by a ~$170k reduction in Out-of-District tuition and transportation deficits; discussion of whether surplus funds could be used to prepay special education tuitions or be returned to the Town.",Reported and discussed; no vote taken on use of surplus. Superintendent stated the topic needed further discussion.,She noted that the largest swing in numbers was associated with the O.O.D Out of District tuition and transportation costs which decreased the deficit in those line items by around $170K.,Finance Organizational Support: FY20 Monthly Report,medium
school_committee_2020-05-07_seq-002,2020-05-07,school_committee,structural_deficit_reserves,,proposal,discussed,"Discussion of how to utilize projected FY20 surplus funds (~$200k), including options of returning funds to the Town or prepaying special education tuitions; also noted expected ~$100k in CARES Act relief funding available over 27 months.",Discussed without resolution; Superintendent indicated topic needed further discussion.,A conversation about how the surplus funds would be utilized took place. It was stated that there had been discussion about returning it to the Town or if prepaying special education tuitions could be an option. Superintendent McAluff mentioned that the topic needed to be further discussed.,Finance Organizational Support: FY21 Budget Update,medium
school_committee_2020-05-07_seq-003,2020-05-07,school_committee,staffing_fte_bargaining,,vote,discussed,"Approval of the FY21 Clerks Compensation and Benefit Plan covering approximately 25 non-bargaining-unit employees, with a 2.5% COLA increase and a five-step salary schedule.",Motion passed 5-0.,He also clarified which positions within the district no longer existed and confirmed that the only changes to the document involved the 2.5 % COLA increase. Ms. Gold made a motion to approve the FY21 Clerks Compensation and Benefit Plan as proposed.,Finance Organizational Support: FY21 Clerks Compensation Plan,high
school_committee_2020-05-07_seq-004,2020-05-07,school_committee,staffing_fte_bargaining,,vote,discussed,Acceptance of a Memorandum of Agreement with the Marblehead Education Association addressing stipends and revised DESE remote learning guidelines due to COVID-19 school closure.,Motion passed 5-0.,Ms. Gold made a motion to accept the Memorandum of Agreement between the Marblehead Education Association as well as Appendix A to accompany the document. The motion was moved by Ms. Schaeffner and seconded by Ms. Taylor.,Closing Business: New Business (MOA with MEA),high
school_committee_2020-05-07_seq-005,2020-05-07,school_committee,revenue_diversification,,vote,discussed,"Motion to continue invoicing monthly Pre-K and Full Day Kindergarten tuition, with payment made optional for April, May, and June to provide relief for families experiencing economic hardship while preserving tuition as a revenue source funding staff salaries.",Motion passed 4-0 with one abstention (Fox).,"Ms. Gold made a motion to instruct the Business Office to continue sending monthly Pre-K and Full Day Kindergarten tuition invoices and that the payment of said invoices would be optional for April, May and June.",Finance Organizational Support: Discussion on Status of Pre-K & Kindergarten Tuition Payments,high
school_committee_2020-05-07_seq-006,2020-05-07,school_committee,capital_facilities_debt,,vote,discussed,"Award of High School Tennis Court Repair and Resurfacing Project contract to East Coast Sealcoating for $55,485, funded via Boosters fundraising.",Motion passed 5-0.,"Ms. Gold made a motion to award the Marblehead High School Tennis Court Repair and Resurfacing Project to East Coast Sealcoating of Abington, MA in the amount of fifty-five thousand four hundred eighty-five dollars ($55,485.00) and to authorize the Chair to sign the contract on behalf of the Committee.",Finance Organizational Support: Vote to Award High School Tennis Court Construction Contract,medium
school_committee_2020-05-07_seq-007,2020-05-07,school_committee,capital_facilities_debt,,proposal,discussed,"Update on new elementary school building project, including submission of 60% construction drawings on May 11, final bid on May 14, and notice that blasting costs could exceed budget due to unanticipated harder rock.",Informational update; no vote. Follow-up pending on construction drawing review.,Mr. Harris shared that it had been explained that blasting could go over budget due to the blasting of unanticipated harder rock.,School Committee Communications: School Building Project Update,medium
school_committee_2020-04-02_seq-001,2020-04-02,school_committee,special_ed_collaborative,,proposal,discussed,"Superintendent presented DESE Commissioner Riley's guidance recommending districts continue making payments to Out-of-District, Collaborative, Recovery High School, Private Day Out-of-District, and residential placements during the school closure.",Presented as guidance from the Commissioner; no formal vote taken to change payment practice.,"He shared that the memo provided guidance to all schools in the state recommending that districts should continue to make all payments towards Out of District, O.O.D placements, Collaborative and Recovery High School placements and towards all Private Day Out of District placements as well as all students that have been residentially placed.",Superintendent Report: School Closure Update / Contracted Service Payments,medium
school_committee_2020-04-02_seq-002,2020-04-02,school_committee,structural_deficit_reserves,,proposal,discussed,"Director of Finance reported a projected $62k payroll deficit for food service kitchen workers through the projected May 4 closure date, and Superintendent noted potential Federal Stimulus waiver reimbursement; Board discussed ways to offset potential deficits.",Discussed; no formal vote. Superintendent indicated district may apply for COVID-19 federal waiver to reimburse a portion of meal costs.,"She shared that the district would be looking at a $62k deficit for payroll salaries from the beginning of the closure in mid-March through the projected closure date of May 4 th. She also pointed out the deficit could grow if the closure was extended. Superintendent McAlduff noted that under the Federal Stimulus Program for COVID 19 related expenses, schools may be able to apply for a waiver that would reimburse a portion of the meal costs.",Superintendent Report: FY20 Possible Impacts / Food Service Costs,medium
school_committee_2020-04-02_seq-003,2020-04-02,school_committee,revenue_diversification,,proposal,discussed,"Superintendent recommended continuing to bill Pre-K and Kindergarten tuition (approx. $53k/month) during closure because the revenue funds those staff salaries, while working with families experiencing financial hardship.",Recommendation presented and discussed; no formal vote taken.,Superintendent McAlduff recommended that the district continue to receive tuition payments as the revenue was used to pay the staff salaries for both the Pre-K and Kindergarten grade levels. He further clarified that the district would work with families experiencing financial hardship.,Superintendent Report: FY20 Possible Impacts / Pre-Kindergarten & Kindergarten Tuitions,medium
school_committee_2020-04-02_seq-004,2020-04-02,school_committee,capital_facilities_debt,,vote,discussed,"Motion to amend the previously approved FY21 Capital Plan total from $177,750 to $166,593, reflecting revised estimates for Veterans Middle School library carpet and gymnasium floor replacements.",Motion carried 5-0. Amended plan to be resubmitted to Town Administrator and Finance Committee.,"Ms. Gold made a motion to amend the total cost of the previously approved FY21 Capital Plan from $177,750 to $166,593. The motion was moved by Ms. Taylor and seconded by Ms. Schaeffner.",Finance Organizational Support: FY21 Capital – Adjustment,high
school_committee_2020-03-24_seq-001,2020-03-24,school_committee,capital_facilities_debt,,vote,discussed,"Approved the FY21 Capital Plan as presented, with estimates adjusted to reflect lower figures than previously anticipated from the On-site Insight Capital Needs Assessment, and directed the Superintendent to forward the plan to the Town Administrator and Finance Committee.",Motion carried 5-0.,"Ms. Gold made a motion to approve the FY21 Capital Plan as presented, and instruct the Superintendent to forward the approved plan to the Town Administrator and Finance Committee.",Finance Organizational Support: FY21 Capital – Final,high
school_committee_2020-03-24_seq-002,2020-03-24,school_committee,special_ed_collaborative,,proposal,discussed,"Superintendent presented three Special Education budget adjustments for FY21: an out-of-district student returning to the High School (~$57k savings), non-replacement/reduced-cost replacement of a Kindergarten teacher on leave (~$30k salary savings), and a revised SPED transportation plan including lease-purchasing two minivans for in-town SPED transport (revised to $45k, down from projected $117k).",Discussed; no vote taken. Committee agreed to schedule another budget subcommittee meeting to review the adjustments.,"Superintendent McAlduff shared that there were three Special Education adjustments that had been made to the budget tracking sheet since the March 5 th meeting. 1) An O.O.D, out of district student would be returning to the High School for the 2020-2021SY reflecting a savings of $57k 2) A Kindergarten Teacher who had been on leave would not returning and hiring a replacement would allow for a $30k savings in salary 3) The District Special Education transportation plan had been adjusted to reflect a savings of $45k down from the projected $117k.",Finance Organizational Support: FY21 Draft Budget / Special Education – Out-of-District Tuition,high
school_committee_2020-03-24_seq-003,2020-03-24,school_committee,structural_deficit_reserves,,proposal,discussed,"Director of Finance presented FY20 year-to-date budget status identifying shortfalls in SPED Out-of-District Tuition, transportation, utilities, and potential ~$20k substitute cost overrun, offset by surpluses in other accounts to yield a projected net surplus of $1,642 ($525,330 surplus minus $523,688 shortfall).",Report received and discussed; no vote.,She shared that the District had spent about 59% of their operating budget and noted the accounts where the District would continue to see short-falls such as in the Special Education Out of District Tuition and transportation costs and the utilities budget. She also shared that there could be a short-fall of around $20k related to substitute costs if the District reopened during the second week of April. Ms. Cresta explained that certain accounts would see a surplus and that some of those accounts could be used to offset deficits in other areas.,Finance Organizational Support: FY20 Monthly Financial Report,medium
school_committee_2020-03-17_seq-001,2020-03-17,school_committee,staffing_fte_bargaining,,vote,discussed,"Motion to continue paying all school employees (including hourly and part-time staff) throughout the period of COVID-19 school closure, with budgetary implications discussed including the possibility of revisiting the vote if closure extended beyond April 7.",Motion passed 5-0 by roll call vote.,Ms. Gold made a motion to continue to pay all school employees throughout the period of school closure. The motion was moved by Ms. Schaeffner and seconded by Ms. Taylor.,Discussion of Personnel Status During the Period of School Closure,high
